trace_id,experiment_id,request_id,layer,kv_head,sequence_tokens,kept_tokens,removed_tokens,retention_ratio,cold_retention_ratio,score_mean,score_std,margin_abs_mean,near_threshold_0_10_fraction,near_threshold_0_25_fraction
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,8,6,905,232,673,0.256353591160221,0.13384813384813385,-5.235456943511963,1.300107717514038,1.5928581953048706,0.020994475138121547,0.06740331491712707
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,8,7,905,142,763,0.1569060773480663,0.018018018018018018,-8.010454177856445,1.6492100954055786,4.042653560638428,0.0,0.004419889502762431
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,9,0,905,131,774,0.14475138121546963,0.003861003861003861,-7.221055030822754,0.7925601601600647,3.2311551570892334,0.0022099447513812156,0.004419889502762431
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,9,1,905,129,776,0.1425414364640884,0.001287001287001287,-8.066061019897461,0.9193190932273865,4.073718070983887,0.0,0.0
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,9,2,905,616,289,0.6806629834254143,0.6280566280566281,-3.7758805751800537,1.0880365371704102,0.8560255765914917,0.08508287292817679,0.2143646408839779
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,9,3,905,163,742,0.18011049723756906,0.04504504504504504,-6.242196083068848,1.0667279958724976,2.303245782852173,0.0077348066298342545,0.017679558011049725
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,9,4,905,873,32,0.9646408839779006,0.9588159588159588,-3.071654796600342,0.6687023043632507,0.9954721927642822,0.028729281767955802,0.0718232044198895
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,9,5,905,156,749,0.1723756906077348,0.036036036036036036,-6.62782621383667,1.156551480293274,2.679839611053467,0.0077348066298342545,0.020994475138121547
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,9,6,905,263,642,0.2906077348066298,0.17374517374517376,-6.3490071296691895,2.1131057739257812,2.660108804702759,0.014364640883977901,0.04751381215469613
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,9,7,905,817,88,0.9027624309392265,0.8867438867438867,-3.099411964416504,0.949700117111206,1.0706157684326172,0.04751381215469613,0.13370165745856355
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,10,0,905,129,776,0.1425414364640884,0.001287001287001287,-6.989658355712891,0.8084172010421753,2.9991540908813477,0.0,0.0022099447513812156
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,10,1,905,135,770,0.14917127071823205,0.009009009009009009,-7.151219367980957,1.138791561126709,3.1656315326690674,0.0033149171270718232,0.0077348066298342545
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,10,2,905,131,774,0.14475138121546963,0.003861003861003861,-7.434133052825928,0.9705777168273926,3.4483251571655273,0.0,0.0033149171270718232
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,10,3,905,129,776,0.1425414364640884,0.001287001287001287,-8.08774185180664,1.106624960899353,4.1022443771362305,0.0,0.0
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,10,4,905,129,776,0.1425414364640884,0.001287001287001287,-8.057597160339355,1.0695158243179321,4.071477890014648,0.0,0.0
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,10,5,905,133,772,0.14696132596685083,0.006435006435006435,-7.518867015838623,0.9158106446266174,3.531132936477661,0.0033149171270718232,0.004419889502762431
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,10,6,905,229,676,0.25303867403314917,0.12998712998713,-6.049645900726318,1.6180146932601929,2.290478229522705,0.020994475138121547,0.05303867403314917
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,10,7,905,148,757,0.16353591160220995,0.02574002574002574,-7.552114963531494,1.3171688318252563,3.5886309146881104,0.0077348066298342545,0.013259668508287293
